DISTRICTNAME,UNITNAME,Year,TotalAccidents
Bengaluru City,Byatrarayanapura Traffic PS,2021,121
Bengaluru City,Byatrarayanapura Traffic PS,2022,158
Bengaluru City,Byatrarayanapura Traffic PS,2023,175
Bengaluru City,Chickpet Traffic PS,2016,31
Bengaluru City,Chickpet Traffic PS,2017,47
Bengaluru City,Chickpet Traffic PS,2018,54
Bengaluru City,Chickpet Traffic PS,2019,70
Bengaluru City,Chickpet Traffic PS,2020,36
Bengaluru City,Chickpet Traffic PS,2021,29
Bengaluru City,Chickpet Traffic PS,2022,37
Bengaluru City,Chickpet Traffic PS,2023,43
Bengaluru City,Chikkajala Traffic PS,2016,157
Bengaluru City,Chikkajala Traffic PS,2017,162
Bengaluru City,Chikkajala Traffic PS,2018,152
Bengaluru City,Chikkajala Traffic PS,2019,195
Bengaluru City,Chikkajala Traffic PS,2020,182
Bengaluru City,Chikkajala Traffic PS,2021,189
Bengaluru City,Chikkajala Traffic PS,2022,164
Bengaluru City,Chikkajala Traffic PS,2023,123
Bengaluru City,City Market Traffic PS,2016,58
Bengaluru City,City Market Traffic PS,2017,38
Bengaluru City,City Market Traffic PS,2018,20
Bengaluru City,City Market Traffic PS,2019,20
Bengaluru City,City Market Traffic PS,2020,9
Bengaluru City,City Market Traffic PS,2021,6
Bengaluru City,City Market Traffic PS,2022,18
Bengaluru City,City Market Traffic PS,2023,25
Bengaluru City,Cubbonpark Traffic PS,2016,65
Bengaluru City,Cubbonpark Traffic PS,2017,67
Bengaluru City,Cubbonpark Traffic PS,2018,52
Bengaluru City,Cubbonpark Traffic PS,2019,39
Bengaluru City,Cubbonpark Traffic PS,2020,25
Bengaluru City,Cubbonpark Traffic PS,2021,35
Bengaluru City,Cubbonpark Traffic PS,2022,34
Bengaluru City,Cubbonpark Traffic PS,2023,55
Bengaluru City,Devanahalli Traffic PS,2016,121
Bengaluru City,Devanahalli Traffic PS,2017,122
Bengaluru City,Devanahalli Traffic PS,2018,161
Bengaluru City,Devanahalli Traffic PS,2019,159
Bengaluru City,Devanahalli Traffic PS,2020,113
Bengaluru City,Devanahalli Traffic PS,2021,168
Bengaluru City,Devanahalli Traffic PS,2022,147
Bengaluru City,Devanahalli Traffic PS,2023,212
Bengaluru City,Electronic City Traffic PS,2016,193
Bengaluru City,Electronic City Traffic PS,2017,181
Bengaluru City,Electronic City Traffic PS,2018,160
Bengaluru City,Electronic City Traffic PS,2019,169
Bengaluru City,Electronic City Traffic PS,2020,154
Bengaluru City,Electronic City Traffic PS,2021,126
Bengaluru City,Electronic City Traffic PS,2022,134
Bengaluru City,Electronic City Traffic PS,2023,180
Bengaluru City,HSR Lay Out Traffic PS,2016,127
Bengaluru City,HSR Lay Out Traffic PS,2017,98
Bengaluru City,HSR Lay Out Traffic PS,2018,99
Bengaluru City,HSR Lay Out Traffic PS,2019,104
Bengaluru City,HSR Lay Out Traffic PS,2020,75
Bengaluru City,HSR Lay Out Traffic PS,2021,55
Bengaluru City,HSR Lay Out Traffic PS,2022,64
Bengaluru City,HSR Lay Out Traffic PS,2023,53
Bengaluru City,Halasur Gate Traffic PS,2016,57
Bengaluru City,Halasur Gate Traffic PS,2017,58
Bengaluru City,Halasur Gate Traffic PS,2018,46
Bengaluru City,Halasur Gate Traffic PS,2019,52
Bengaluru City,Halasur Gate Traffic PS,2020,32
Bengaluru City,Halasur Gate Traffic PS,2021,25
Bengaluru City,Halasur Gate Traffic PS,2022,35
Bengaluru City,Halasur Gate Traffic PS,2023,52
Bengaluru City,Halasur Traffic PS,2016,64
Bengaluru City,Halasur Traffic PS,2017,70
Bengaluru City,Halasur Traffic PS,2018,72
Bengaluru City,Halasur Traffic PS,2019,96
Bengaluru City,Halasur Traffic PS,2020,49
Bengaluru City,Halasur Traffic PS,2021,43
Bengaluru City,Halasur Traffic PS,2022,64
Bengaluru City,Halasur Traffic PS,2023,63
Bengaluru City,Hebbal Traffic PS,2016,175
Bengaluru City,Hebbal Traffic PS,2017,188
Bengaluru City,Hebbal Traffic PS,2018,137
Bengaluru City,Hebbal Traffic PS,2019,141
Bengaluru City,Hebbal Traffic PS,2020,109
Bengaluru City,Hebbal Traffic PS,2021,111
Bengaluru City,Hebbal Traffic PS,2022,97
Bengaluru City,Hebbal Traffic PS,2023,135
Bengaluru City,Hennur Traffic PS,2023,96
Bengaluru City,High Grounds Traffic PS,2016,105
Bengaluru City,High Grounds Traffic PS,2017,75
Bengaluru City,High Grounds Traffic PS,2018,60
Bengaluru City,High Grounds Traffic PS,2019,49
Bengaluru City,High Grounds Traffic PS,2020,46
Bengaluru City,High Grounds Traffic PS,2021,38
Bengaluru City,High Grounds Traffic PS,2022,47
Bengaluru City,High Grounds Traffic PS,2023,56
Bengaluru City,Hulimavu Traffic PS,2016,92
Bengaluru City,Hulimavu Traffic PS,2017,117
Bengaluru City,Hulimavu Traffic PS,2018,136
Bengaluru City,Hulimavu Traffic PS,2019,119
Bengaluru City,Hulimavu Traffic PS,2020,80
Bengaluru City,Hulimavu Traffic PS,2021,74
Bengaluru City,Hulimavu Traffic PS,2022,102
Bengaluru City,Hulimavu Traffic PS,2023,104
Bengaluru City,Jalahalli Traffic PS,2016,110
Bengaluru City,Jalahalli Traffic PS,2017,129
Bengaluru City,Jalahalli Traffic PS,2018,174
Bengaluru City,Jalahalli Traffic PS,2019,106
Bengaluru City,Jalahalli Traffic PS,2020,72
Bengaluru City,Jalahalli Traffic PS,2021,90
Bengaluru City,Jalahalli Traffic PS,2022,80
Bengaluru City,Jalahalli Traffic PS,2023,101
Bengaluru City,Jayanagar Traffic PS,2016,88
Bengaluru City,Jayanagar Traffic PS,2017,108
Bengaluru City,Jayanagar Traffic PS,2018,81
Bengaluru City,Jayanagar Traffic PS,2019,77
Bengaluru City,Jayanagar Traffic PS,2020,54
Bengaluru City,Jayanagar Traffic PS,2021,60
Bengaluru City,Jayanagar Traffic PS,2022,92
Bengaluru City,Jayanagar Traffic PS,2023,86
Bengaluru City,Jeevan Bhima Nagar (Indiranagar) Traffic  PS,2016,124
Bengaluru City,Jeevan Bhima Nagar (Indiranagar) Traffic  PS,2017,87
Bengaluru City,Jeevan Bhima Nagar (Indiranagar) Traffic  PS,2018,69
Bengaluru City,Jeevan Bhima Nagar (Indiranagar) Traffic  PS,2019,106
Bengaluru City,Jeevan Bhima Nagar (Indiranagar) Traffic  PS,2020,47
Bengaluru City,Jeevan Bhima Nagar (Indiranagar) Traffic  PS,2021,31
Bengaluru City,Jeevan Bhima Nagar (Indiranagar) Traffic  PS,2022,45
Bengaluru City,Jeevan Bhima Nagar (Indiranagar) Traffic  PS,2023,79
Bengaluru City,K G Halli Traffic PS,2017,18
Bengaluru City,K G Halli Traffic PS,2018,23
Bengaluru City,K G Halli Traffic PS,2019,28
Bengaluru City,K G Halli Traffic PS,2020,17
Bengaluru City,K G Halli Traffic PS,2021,19
Bengaluru City,K G Halli Traffic PS,2022,26
Bengaluru City,K G Halli Traffic PS,2023,37
Bengaluru City,K.R.Puram Traffic PS,2016,274
Bengaluru City,K.R.Puram Traffic PS,2017,299
Bengaluru City,K.R.Puram Traffic PS,2018,273
Bengaluru City,K.R.Puram Traffic PS,2019,245
Bengaluru City,K.R.Puram Traffic PS,2020,166
Bengaluru City,K.R.Puram Traffic PS,2021,135
Bengaluru City,K.R.Puram Traffic PS,2022,182
Bengaluru City,K.R.Puram Traffic PS,2023,215
Bengaluru City,Kamakshipalya Traffic PS,2016,174
Bengaluru City,Kamakshipalya Traffic PS,2017,233
Bengaluru City,Kamakshipalya Traffic PS,2018,209
Bengaluru City,Kamakshipalya Traffic PS,2019,220
Bengaluru City,Kamakshipalya Traffic PS,2020,159
Bengaluru City,Kamakshipalya Traffic PS,2021,155
Bengaluru City,Kamakshipalya Traffic PS,2022,193
Bengaluru City,Kamakshipalya Traffic PS,2023,227
Bengaluru City,Kengeri Traffic PS,2016,147
Bengaluru City,Kengeri Traffic PS,2017,120
Bengaluru City,Kengeri Traffic PS,2018,161
Bengaluru City,Kengeri Traffic PS,2019,169
Bengaluru City,Kengeri Traffic PS,2020,81
Bengaluru City,Kengeri Traffic PS,2021,102
Bengaluru City,Kengeri Traffic PS,2022,116
Bengaluru City,Kengeri Traffic PS,2023,248
Bengaluru City,Kumaraswamy Layout Traffic PS,2016,164
Bengaluru City,Kumaraswamy Layout Traffic PS,2017,215
Bengaluru City,Kumaraswamy Layout Traffic PS,2018,190
Bengaluru City,Kumaraswamy Layout Traffic PS,2019,192
Bengaluru City,Kumaraswamy Layout Traffic PS,2020,159
Bengaluru City,Kumaraswamy Layout Traffic PS,2021,144
Bengaluru City,Kumaraswamy Layout Traffic PS,2022,167
Bengaluru City,Kumaraswamy Layout Traffic PS,2023,141
Bengaluru City,Madivala Traffic PS,2016,163
Bengaluru City,Madivala Traffic PS,2017,111
Bengaluru City,Madivala Traffic PS,2018,81
Bengaluru City,Madivala Traffic PS,2019,81
Bengaluru City,Madivala Traffic PS,2020,41
Bengaluru City,Madivala Traffic PS,2021,53
Bengaluru City,Madivala Traffic PS,2022,43
Bengaluru City,Madivala Traffic PS,2023,69
Bengaluru City,Magadi Road Traffic PS,2016,44
Bengaluru City,Magadi Road Traffic PS,2017,37
Bengaluru City,Magadi Road Traffic PS,2018,35
Bengaluru City,Magadi Road Traffic PS,2019,47
Bengaluru City,Magadi Road Traffic PS,2020,25
Bengaluru City,Magadi Road Traffic PS,2021,29
Bengaluru City,Magadi Road Traffic PS,2022,20
Bengaluru City,Magadi Road Traffic PS,2023,42
Bengaluru City,Mahadevapura PS,2021,1
Bengaluru City,Mahadevapura Traffic PS,2023,87
Bengaluru City,Malleshwaram Traffic PS,2016,121
Bengaluru City,Malleshwaram Traffic PS,2017,133
Bengaluru City,Malleshwaram Traffic PS,2018,100
Bengaluru City,Malleshwaram Traffic PS,2019,90
Bengaluru City,Malleshwaram Traffic PS,2020,45
Bengaluru City,Malleshwaram Traffic PS,2021,35
Bengaluru City,Malleshwaram Traffic PS,2022,55
Bengaluru City,Malleshwaram Traffic PS,2023,83
Bengaluru City,Mico Layout Traffic PS,2016,35
Bengaluru City,Mico Layout Traffic PS,2017,67
Bengaluru City,Mico Layout Traffic PS,2018,62
Bengaluru City,Mico Layout Traffic PS,2019,82
Bengaluru City,Mico Layout Traffic PS,2020,60
Bengaluru City,Mico Layout Traffic PS,2021,69
Bengaluru City,Mico Layout Traffic PS,2022,51
Bengaluru City,Mico Layout Traffic PS,2023,82
Bengaluru City,Peenya Traffic PS,2016,271
Bengaluru City,Peenya Traffic PS,2017,253
Bengaluru City,Peenya Traffic PS,2018,227
Bengaluru City,Peenya Traffic PS,2019,217
Bengaluru City,Peenya Traffic PS,2020,126
Bengaluru City,Peenya Traffic PS,2021,123
Bengaluru City,Peenya Traffic PS,2022,178
Bengaluru City,Peenya Traffic PS,2023,182
Bengaluru City,Pulakeshinagar Traffic PS,2016,39
Bengaluru City,Pulakeshinagar Traffic PS,2017,35
Bengaluru City,Pulakeshinagar Traffic PS,2018,21
Bengaluru City,Pulakeshinagar Traffic PS,2019,27
Bengaluru City,Pulakeshinagar Traffic PS,2020,19
Bengaluru City,Pulakeshinagar Traffic PS,2021,19
Bengaluru City,Pulakeshinagar Traffic PS,2022,8
Bengaluru City,Pulakeshinagar Traffic PS,2023,27
Bengaluru City,R.T.Nagar Traffic PS,2016,95
Bengaluru City,R.T.Nagar Traffic PS,2017,101
Bengaluru City,R.T.Nagar Traffic PS,2018,94
Bengaluru City,R.T.Nagar Traffic PS,2019,73
Bengaluru City,R.T.Nagar Traffic PS,2020,57
Bengaluru City,R.T.Nagar Traffic PS,2021,65
Bengaluru City,R.T.Nagar Traffic PS,2022,66
Bengaluru City,R.T.Nagar Traffic PS,2023,76
Bengaluru City,Rajajinagar Traffic PS,2016,122
Bengaluru City,Rajajinagar Traffic PS,2017,88
Bengaluru City,Rajajinagar Traffic PS,2018,70
Bengaluru City,Rajajinagar Traffic PS,2019,55
Bengaluru City,Rajajinagar Traffic PS,2020,48
Bengaluru City,Rajajinagar Traffic PS,2021,66
Bengaluru City,Rajajinagar Traffic PS,2022,98
Bengaluru City,Rajajinagar Traffic PS,2023,100
Bengaluru City,Sadashivanagar Traffic PS,2016,80
Bengaluru City,Sadashivanagar Traffic PS,2017,93
Bengaluru City,Sadashivanagar Traffic PS,2018,86
Bengaluru City,Sadashivanagar Traffic PS,2019,58
Bengaluru City,Sadashivanagar Traffic PS,2020,59
Bengaluru City,Sadashivanagar Traffic PS,2021,63
Bengaluru City,Sadashivanagar Traffic PS,2022,64
Bengaluru City,Sadashivanagar Traffic PS,2023,41
Bengaluru City,Shivajinagar Traffic PS,2016,66
Bengaluru City,Shivajinagar Traffic PS,2017,36
Bengaluru City,Shivajinagar Traffic PS,2018,22
Bengaluru City,Shivajinagar Traffic PS,2019,34
Bengaluru City,Shivajinagar Traffic PS,2020,15
Bengaluru City,Shivajinagar Traffic PS,2021,11
Bengaluru City,Shivajinagar Traffic PS,2022,24
Bengaluru City,Shivajinagar Traffic PS,2023,20
Bengaluru City,Thalaghattapura PS,2016,67
Bengaluru City,Thalaghattapura PS,2017,28
Bengaluru City,Thalaghattapura Traffic PS,2023,87
Bengaluru City,Upparpet Traffic PS,2016,29
Bengaluru City,Upparpet Traffic PS,2017,45
Bengaluru City,Upparpet Traffic PS,2018,45
Bengaluru City,Upparpet Traffic PS,2019,47
Bengaluru City,Upparpet Traffic PS,2020,17
Bengaluru City,Upparpet Traffic PS,2021,21
Bengaluru City,Upparpet Traffic PS,2022,27
Bengaluru City,Upparpet Traffic PS,2023,29
Bengaluru City,V V Puram Traffic PS,2016,55
Bengaluru City,V V Puram Traffic PS,2017,61
Bengaluru City,V V Puram Traffic PS,2018,42
Bengaluru City,V V Puram Traffic PS,2019,41
Bengaluru City,V V Puram Traffic PS,2020,29
Bengaluru City,V V Puram Traffic PS,2021,28
Bengaluru City,V V Puram Traffic PS,2022,47
Bengaluru City,V V Puram Traffic PS,2023,27
Bengaluru City,Vijayanagar Traffic PS,2016,137
Bengaluru City,Vijayanagar Traffic PS,2017,151
Bengaluru City,Vijayanagar Traffic PS,2018,130
Bengaluru City,Vijayanagar Traffic PS,2019,122
Bengaluru City,Vijayanagar Traffic PS,2020,92
Bengaluru City,Vijayanagar Traffic PS,2021,96
Bengaluru City,Vijayanagar Traffic PS,2022,81
Bengaluru City,Vijayanagar Traffic PS,2023,70
Bengaluru City,Whitefield Traffic PS,2016,212
Bengaluru City,Whitefield Traffic PS,2017,218
Bengaluru City,Whitefield Traffic PS,2018,174
Bengaluru City,Whitefield Traffic PS,2019,192
Bengaluru City,Whitefield Traffic PS,2020,113
Bengaluru City,Whitefield Traffic PS,2021,89
Bengaluru City,Whitefield Traffic PS,2022,163
Bengaluru City,Whitefield Traffic PS,2023,216
Bengaluru City,Wilsongarden Traffic PS,2016,66
Bengaluru City,Wilsongarden Traffic PS,2017,55
Bengaluru City,Wilsongarden Traffic PS,2018,49
Bengaluru City,Wilsongarden Traffic PS,2019,67
Bengaluru City,Wilsongarden Traffic PS,2020,36
Bengaluru City,Wilsongarden Traffic PS,2021,54
Bengaluru City,Wilsongarden Traffic PS,2022,50
Bengaluru City,Wilsongarden Traffic PS,2023,59
Bengaluru City,Yelahanka Traffic PS,2016,233
Bengaluru City,Yelahanka Traffic PS,2017,218
Bengaluru City,Yelahanka Traffic PS,2018,220
Bengaluru City,Yelahanka Traffic PS,2019,261
Bengaluru City,Yelahanka Traffic PS,2020,190
Bengaluru City,Yelahanka Traffic PS,2021,171
Bengaluru City,Yelahanka Traffic PS,2022,192
Bengaluru City,Yelahanka Traffic PS,2023,227
Bengaluru City,Yeshwanthapura Traffic PS,2016,192
Bengaluru City,Yeshwanthapura Traffic PS,2017,191
Bengaluru City,Yeshwanthapura Traffic PS,2018,150
Bengaluru City,Yeshwanthapura Traffic PS,2019,132
Bengaluru City,Yeshwanthapura Traffic PS,2020,105
Bengaluru City,Yeshwanthapura Traffic PS,2021,79
Bengaluru City,Yeshwanthapura Traffic PS,2022,73
Bengaluru City,Yeshwanthapura Traffic PS,2023,103
Bengaluru Dist,Anekal PS,2016,21
Bengaluru Dist,Anekal PS,2017,11
Bengaluru Dist,Anekal PS,2018,35
Bengaluru Dist,Anekal PS,2019,37
Bengaluru Dist,Anekal PS,2020,28
Bengaluru Dist,Anekal PS,2021,28
Bengaluru Dist,Anekal PS,2022,31
Bengaluru Dist,Anekal PS,2023,18
Bengaluru Dist,Anugondanahalli PS,2016,16
Bengaluru Dist,Anugondanahalli PS,2017,18
Bengaluru Dist,Anugondanahalli PS,2018,28
Bengaluru Dist,Anugondanahalli PS,2019,25
Bengaluru Dist,Anugondanahalli PS,2020,32
Bengaluru Dist,Anugondanahalli PS,2021,32
Bengaluru Dist,Anugondanahalli PS,2022,28
Bengaluru Dist,Anugondanahalli PS,2023,33
Bengaluru Dist,Attibele PS,2016,111
Bengaluru Dist,Attibele PS,2017,141
Bengaluru Dist,Attibele PS,2018,140
Bengaluru Dist,Attibele PS,2019,141
Bengaluru Dist,Attibele PS,2020,115
Bengaluru Dist,Attibele PS,2021,92
Bengaluru Dist,Attibele PS,2022,105
Bengaluru Dist,Attibele PS,2023,110
Bengaluru Dist,Avalahally PS,2016,99
Bengaluru Dist,Avalahally PS,2017,112
Bengaluru Dist,Avalahally PS,2018,105
Bengaluru Dist,Avalahally PS,2019,110
Bengaluru Dist,Avalahally PS,2020,86
Bengaluru Dist,Avalahally PS,2021,81
Bengaluru Dist,Avalahally PS,2022,102
Bengaluru Dist,Avalahally PS,2023,29
Bengaluru Dist,Bannerghatta PS,2016,16
Bengaluru Dist,Bannerghatta PS,2017,18
Bengaluru Dist,Bannerghatta PS,2018,22
Bengaluru Dist,Bannerghatta PS,2019,47
Bengaluru Dist,Bannerghatta PS,2020,20
Bengaluru Dist,Bannerghatta PS,2021,26
Bengaluru Dist,Bannerghatta PS,2022,41
Bengaluru Dist,Bannerghatta PS,2023,42
Bengaluru Dist,Chennarayapatana PS,2016,20
Bengaluru Dist,Chennarayapatana PS,2017,31
Bengaluru Dist,Chennarayapatana PS,2018,22
Bengaluru Dist,Chennarayapatana PS,2019,35
Bengaluru Dist,Chennarayapatana PS,2020,17
Bengaluru Dist,Chennarayapatana PS,2021,22
Bengaluru Dist,Chennarayapatana PS,2022,26
Bengaluru Dist,Chennarayapatana PS,2023,35
Bengaluru Dist,Dobbespet PS,2016,155
Bengaluru Dist,Dobbespet PS,2017,68
Bengaluru Dist,Dobbespet PS,2018,42
Bengaluru Dist,Dobbespet PS,2019,51
Bengaluru Dist,Dobbespet PS,2020,33
Bengaluru Dist,Dobbespet PS,2021,41
Bengaluru Dist,Dobbespet PS,2022,65
Bengaluru Dist,Dobbespet PS,2023,60
Bengaluru Dist,Doddaballapura Rural PS,2016,95
Bengaluru Dist,Doddaballapura Rural PS,2017,91
Bengaluru Dist,Doddaballapura Rural PS,2018,128
Bengaluru Dist,Doddaballapura Rural PS,2019,97
Bengaluru Dist,Doddaballapura Rural PS,2020,88
Bengaluru Dist,Doddaballapura Rural PS,2021,82
Bengaluru Dist,Doddaballapura Rural PS,2022,119
Bengaluru Dist,Doddaballapura Rural PS,2023,118
Bengaluru Dist,Doddaballapura Town PS,2016,33
Bengaluru Dist,Doddaballapura Town PS,2017,20
Bengaluru Dist,Doddaballapura Town PS,2018,8
Bengaluru Dist,Doddaballapura Town PS,2019,34
Bengaluru Dist,Doddaballapura Town PS,2020,24
Bengaluru Dist,Doddaballapura Town PS,2021,24
Bengaluru Dist,Doddaballapura Town PS,2022,35
Bengaluru Dist,Doddaballapura Town PS,2023,42
Bengaluru Dist,Doddabelavangala PS,2016,48
Bengaluru Dist,Doddabelavangala PS,2017,34
Bengaluru Dist,Doddabelavangala PS,2018,49
Bengaluru Dist,Doddabelavangala PS,2019,41
Bengaluru Dist,Doddabelavangala PS,2020,27
Bengaluru Dist,Doddabelavangala PS,2021,29
Bengaluru Dist,Doddabelavangala PS,2022,47
Bengaluru Dist,Doddabelavangala PS,2023,50
Bengaluru Dist,Hebbagodi PS,2016,63
Bengaluru Dist,Hebbagodi PS,2017,110
Bengaluru Dist,Hebbagodi PS,2018,112
Bengaluru Dist,Hebbagodi PS,2019,122
Bengaluru Dist,Hebbagodi PS,2020,107
Bengaluru Dist,Hebbagodi PS,2021,74
Bengaluru Dist,Hebbagodi PS,2022,73
Bengaluru Dist,Hebbagodi PS,2023,93
Bengaluru Dist,Hosahalli PS,2016,5
Bengaluru Dist,Hosahalli PS,2017,5
Bengaluru Dist,Hosahalli PS,2018,1
Bengaluru Dist,Hosahalli PS,2019,8
Bengaluru Dist,Hosahalli PS,2020,4
Bengaluru Dist,Hosahalli PS,2021,6
Bengaluru Dist,Hosahalli PS,2022,5
Bengaluru Dist,Hosahalli PS,2023,6
Bengaluru Dist,Hosakote PS,2016,172
Bengaluru Dist,Hosakote PS,2017,119
Bengaluru Dist,Hosakote PS,2018,162
Bengaluru Dist,Hosakote PS,2019,152
Bengaluru Dist,Hosakote PS,2020,120
Bengaluru Dist,Hosakote PS,2021,90
Bengaluru Dist,Hosakote PS,2022,110
Bengaluru Dist,Hosakote PS,2023,13
Bengaluru Dist,Hosakote Traffic PS,2023,299
Bengaluru Dist,Jigani PS,2016,51
Bengaluru Dist,Jigani PS,2017,38
Bengaluru Dist,Jigani PS,2018,42
Bengaluru Dist,Jigani PS,2019,56
Bengaluru Dist,Jigani PS,2020,49
Bengaluru Dist,Jigani PS,2021,34
Bengaluru Dist,Jigani PS,2022,37
Bengaluru Dist,Jigani PS,2023,51
Bengaluru Dist,Madanayakanahally PS,2016,194
Bengaluru Dist,Madanayakanahally PS,2017,81
Bengaluru Dist,Madanayakanahally PS,2018,97
Bengaluru Dist,Madanayakanahally PS,2019,87
Bengaluru Dist,Madanayakanahally PS,2020,69
Bengaluru Dist,Madanayakanahally PS,2021,105
Bengaluru Dist,Madanayakanahally PS,2022,113
Bengaluru Dist,Madanayakanahally PS,2023,169
Bengaluru Dist,Nandagudi PS,2016,100
Bengaluru Dist,Nandagudi PS,2017,52
Bengaluru Dist,Nandagudi PS,2018,79
Bengaluru Dist,Nandagudi PS,2019,96
Bengaluru Dist,Nandagudi PS,2020,52
Bengaluru Dist,Nandagudi PS,2021,67
Bengaluru Dist,Nandagudi PS,2022,74
Bengaluru Dist,Nandagudi PS,2023,15
Bengaluru Dist,Nelamangala Rural PS,2016,204
Bengaluru Dist,Nelamangala Rural PS,2017,29
Bengaluru Dist,Nelamangala Rural PS,2018,29
Bengaluru Dist,Nelamangala Rural PS,2019,41
Bengaluru Dist,Nelamangala Rural PS,2020,43
Bengaluru Dist,Nelamangala Rural PS,2021,40
Bengaluru Dist,Nelamangala Rural PS,2022,29
Bengaluru Dist,Nelamangala Rural PS,2023,34
Bengaluru Dist,Nelamangala Town PS,2016,93
Bengaluru Dist,Nelamangala Traffic PS,2016,92
Bengaluru Dist,Nelamangala Traffic PS,2017,676
Bengaluru Dist,Nelamangala Traffic PS,2018,557
Bengaluru Dist,Nelamangala Traffic PS,2019,491
Bengaluru Dist,Nelamangala Traffic PS,2020,480
Bengaluru Dist,Nelamangala Traffic PS,2021,457
Bengaluru Dist,Nelamangala Traffic PS,2022,517
Bengaluru Dist,Nelamangala Traffic PS,2023,521
Bengaluru Dist,Rajanukunte PS,2016,58
Bengaluru Dist,Rajanukunte PS,2017,35
Bengaluru Dist,Rajanukunte PS,2018,82
Bengaluru Dist,Rajanukunte PS,2019,64
Bengaluru Dist,Rajanukunte PS,2020,54
Bengaluru Dist,Rajanukunte PS,2021,56
Bengaluru Dist,Rajanukunte PS,2022,83
Bengaluru Dist,Rajanukunte PS,2023,77
Bengaluru Dist,Sarjapura PS,2016,54
Bengaluru Dist,Sarjapura PS,2017,46
Bengaluru Dist,Sarjapura PS,2018,65
Bengaluru Dist,Sarjapura PS,2019,76
Bengaluru Dist,Sarjapura PS,2020,51
Bengaluru Dist,Sarjapura PS,2021,36
Bengaluru Dist,Sarjapura PS,2022,55
Bengaluru Dist,Sarjapura PS,2023,72
Bengaluru Dist,Sulibele PS,2016,28
Bengaluru Dist,Sulibele PS,2017,19
Bengaluru Dist,Sulibele PS,2018,23
Bengaluru Dist,Sulibele PS,2019,25
Bengaluru Dist,Sulibele PS,2020,29
Bengaluru Dist,Sulibele PS,2021,18
Bengaluru Dist,Sulibele PS,2022,27
Bengaluru Dist,Sulibele PS,2023,20
Bengaluru Dist,Suryanagar PS,2016,53
Bengaluru Dist,Suryanagar PS,2017,79
Bengaluru Dist,Suryanagar PS,2018,77
Bengaluru Dist,Suryanagar PS,2019,75
Bengaluru Dist,Suryanagar PS,2020,55
Bengaluru Dist,Suryanagar PS,2021,63
Bengaluru Dist,Suryanagar PS,2022,65
Bengaluru Dist,Suryanagar PS,2023,55
Bengaluru Dist,Thirumalashettahalli PS,2016,18
Bengaluru Dist,Thirumalashettahalli PS,2017,34
Bengaluru Dist,Thirumalashettahalli PS,2018,27
Bengaluru Dist,Thirumalashettahalli PS,2019,40
Bengaluru Dist,Thirumalashettahalli PS,2020,25
Bengaluru Dist,Thirumalashettahalli PS,2021,25
Bengaluru Dist,Thirumalashettahalli PS,2022,34
Bengaluru Dist,Thirumalashettahalli PS,2023,34
Bengaluru Dist,Thyamagondlu PS,2016,27
Bengaluru Dist,Thyamagondlu PS,2017,25
Bengaluru Dist,Thyamagondlu PS,2018,29
Bengaluru Dist,Thyamagondlu PS,2019,27
Bengaluru Dist,Thyamagondlu PS,2020,21
Bengaluru Dist,Thyamagondlu PS,2021,28
Bengaluru Dist,Thyamagondlu PS,2022,31
Bengaluru Dist,Thyamagondlu PS,2023,29
Bengaluru Dist,Vijayapura PS,2016,53
Bengaluru Dist,Vijayapura PS,2017,41
Bengaluru Dist,Vijayapura PS,2018,69
Bengaluru Dist,Vijayapura PS,2019,78
Bengaluru Dist,Vijayapura PS,2020,42
Bengaluru Dist,Vijayapura PS,2021,33
Bengaluru Dist,Vijayapura PS,2022,59
Bengaluru Dist,Vijayapura PS,2023,65
Bengaluru Dist,Vishwanathapura PS,2016,50
